20|chemrxiv_10_26434_2023_jbz23_f1_s4|Isolated cerium atoms on gamma-type alumina|AC-STEM|absence of CeO2 nanoparticles, presence of isolated Ce1|Fig. 1. Reductive dispersion of ceria NPs into isolated cerium atoms on γ-Al2O3. (A) X-ray diffraction (XRD) patterns of the 10 wt % CeO2/Al2O3 after calcination in air (CA10), hightemperature (800 oC) reduction in 10 % H2 (_H), and subsequent air calcination at 500 oC (_500A) and 800 oC (_800A). (B) Raman (532 nm) spectra of CA10 and CA10_H. Inset is the F2g vibration mode of cubic fluorite structure. (C) AC-STEM image of CA10 showing the presence of CeO2 NPs. (D) - (E) AC-STEM images of CA10_H showing the absence of CeO2 NPs and abundant presence of isolated Ce1. (F) Schematic of the reductive dispersion and oxidative sintering of Ce1.|Supported metal catalysts with single-atom promoters via reductive atom trapping|Dong Jiang, Hien Pham, Yixiao Li, Yubing Lu, Wenda Hu, Gang Wan, Chaochao Dun, Junrui Li, Carlos García-Vargas, Yipeng Sun, Anthony Savoy, Weixin Huang, Rui Zhang, Andrew DeLaRiva, R. Soyoung Kim, Xiang Li, Jeffrey Urban, Junko Yano, Kelly Shelly, Chengjun Sun, Konstantin Khivantsev, Christopher Tassone, Jianzhi Hu, Janos Szanyi, Abhaya Datye, Yong Wang|10.26434/chemrxiv-2023-jbz23
21|chemrxiv_10_26434_11542632_v1_f3_s0|BMI-TFSI ionic liquids on HOPG surface|AFM|image segmentation, null pattern, background|Figure 3. (A, B) Image segmentation in case where pixels may belong to one of three patterns or to a “null” pattern which is typically a background exemplified by BMI-TFSI (A) and PYR14-TFSI (B) ionic liquids on HOPG surface. (C, D) Example of more complex texture segmentation: tapping mode AFM scans of molecular domains of melem assembled on hexagonal boron nitride.|Machine Learning-Based Multidomain Processing for Texture-Based Image Segmentation and Analysis|Nikolay Borodinov, Wan-Yu Tsai, Vladimir V. Korolkov, Nina Balke, Sergei Kalinin, Olga S. Ovchinnikova|10.26434/chemrxiv.11542632.v1
22|chemrxiv_10_26434_11542632_v1_f3_s1|BMI-TFSI ionic liquid on HOPG surface|Atomic Force Microscopy|segmentation, patterns, machine learning-enabled analysis|Figure 3. (A, B) Image segmentation in case where pixels may belong to one of three patterns or to a “null” pattern which is typically a background exemplified by BMI-TFSI (A) and PYR14-TFSI (B) ionic liquids on HOPG surface. (C, D) Example of more complex texture segmentation: tapping mode AFM scans of molecular domains of melem assembled on hexagonal boron nitride.|Machine Learning-Based Multidomain Processing for Texture-Based Image Segmentation and Analysis|Nikolay Borodinov, Wan-Yu Tsai, Vladimir V. Korolkov, Nina Balke, Sergei Kalinin, Olga S. Ovchinnikova|10.26434/chemrxiv.11542632.v1
23|chemrxiv_10_26434_11542632_v1_f3_s2|Molecular domains of melem assembled on hexagonal boron nitride|AFM|image segmentation, crystal orientation of domains, automated selection of boundaries, collection of relevant statistics|Figure 3. (A, B) Image segmentation in case where pixels may belong to one of three patterns or to a “null” pattern which is typically a background exemplified by BMI-TFSI (A) and PYR14-TFSI (B) ionic liquids on HOPG surface. (C, D) Example of more complex texture segmentation: tapping mode AFM scans of molecular domains of melem assembled on hexagonal boron nitride.|Machine Learning-Based Multidomain Processing for Texture-Based Image Segmentation and Analysis|Nikolay Borodinov, Wan-Yu Tsai, Vladimir V. Korolkov, Nina Balke, Sergei Kalinin, Olga S. Ovchinnikova|10.26434/chemrxiv.11542632.v1
24|chemrxiv_10_26434_11542632_v1_f3_s3|Molecular domains of melem assembled on hexagonal boron nitride|AFM|texture segmentation, molecular resolution|Figure 3. (A, B) Image segmentation in case where pixels may belong to one of three patterns or to a “null” pattern which is typically a background exemplified by BMI-TFSI (A) and PYR14-TFSI (B) ionic liquids on HOPG surface. (C, D) Example of more complex texture segmentation: tapping mode AFM scans of molecular domains of melem assembled on hexagonal boron nitride.|Machine Learning-Based Multidomain Processing for Texture-Based Image Segmentation and Analysis|Nikolay Borodinov, Wan-Yu Tsai, Vladimir V. Korolkov, Nina Balke, Sergei Kalinin, Olga S. Ovchinnikova|10.26434/chemrxiv.11542632.v1
25|chemrxiv_10_26434_7200881_v1_f1_s0|Porous Boron Nitride (BN)|HRTEM|porous morphology, absence of stacked layers, amorphous|Figure 1 Structure and morphology of the porous BN sample compared to h-BN. (a) HRTEM image of the as-synthesized porous BN sample highlighting the porous morphology through the absence of stacked layers or wide crystalline domains, (b) HRTEM image of h-BN, taken for comparison, illustrating the high degree of crystallinity with a large number of stacked, well-ordered 2D layers, (c) Powder XRD patterns of porous BN and h-BN, (d) N2 sorption isotherms for porous BN and h-BN measured at -196 °C.|Porous Boron Nitride for Combined CO2 Capture and Photoreduction|Ravi Shankar, Anna Hankin, Camille Petit|10.26434/chemrxiv.7200881.v1
26|chemrxiv_10_26434_7200881_v1_f1_s1|hexagonal boron nitride (h-BN)|HRTEM|high degree of crystallinity, well-ordered 2D layers|Figure 1 Structure and morphology of the porous BN sample compared to h-BN. (a) HRTEM image of the as-synthesized porous BN sample highlighting the porous morphology through the absence of stacked layers or wide crystalline domains, (b) HRTEM image of h-BN, taken for comparison, illustrating the high degree of crystallinity with a large number of stacked, well-ordered 2D layers, (c) Powder XRD patterns of porous BN and h-BN, (d) N2 sorption isotherms for porous BN and h-BN measured at -196 °C.|Porous Boron Nitride for Combined CO2 Capture and Photoreduction|Ravi Shankar, Anna Hankin, Camille Petit|10.26434/chemrxiv.7200881.v1
27|chemrxiv_10_26434_2023_hsh8k_f2_s0|HTM/perovskite layer with OA-TFSI|SEM||Figure 2. Cross sectional SEM images of HTM/perovskite layer (a) with Li-TFSI, (b) with OA-TFSI, ToF-SIMS (positive ions) depth profile of samples with (c) Li-TFSI, (d) OA-TFSI|An Architype-Cation-Based Room Temperature Ionic Liquid:  Aliphatic-Primary-Ammonium Bis(Trifluoromethylsulfonyl)Imide as An Additive for Hole Transport Layers in Perovskite Solar Cells Allowing Spontaneous Passivation of The Perovskite Layer|Naoyuki Nishimura, Hiroaki Tachibana, Hiroyuki Kanda, Takurou. N. Murakami|10.26434/chemrxiv-2023-hsh8k
28|chemrxiv_10_26434_2023_b342r_f1_s4|Silver nanohelicoids|Scanning Electron Microscope (SEM)|Δ-helicoid structure, formed by L-CPL|Figure 1. Formation of nanostructured silver helicoids with out-of-plane substrate alignment driven by the circularly polarized light (CPL). (a) Schematic description of experimental set up for CPL driven synthesis of silver helicoids (b) Photograph of silver helicoids printed on glass substrate in reflective angle. (c) Circular dichroism (CD) and (d) g-factor of silver helicoids synthesized by different ellipticity (changing angle between linear polarized light and quarterwave plates from 5 to 45 degree) of the polarized light. (e, f) Scanning electron microscope (SEM) image of Δ-helicoids and Λ-helicoid formed on ITO/glass by L-CPL and R-CPL, respectively. (g) CD spectra of Δ- or Λ-helicoids formed on glass substrates after 30-min exposure to L-CPL and R-CPL, respectively. Δ-helicoids grow under L-CPL and Λ-helicoids grow under R-CPL. (h-j) Experimental observation of different growth stages of Δ-helicoids. (h) SEM images of Δ-helicoids at different illumination times of L-CPL. The scale bar is 50 nm. (i) STEM images of Δ-helicoid at 10 min growth stage. Secondary electron (SE), high-angle annular dark-field (HAADF), and bright field (BF) detectors are used simultaneously to see the rotational structure. Note that the structure is transferred from the original substrate to the transmission electron microscopy (TEM) grid and thus flipped over on the grid. (j) CD spectra of silver helicoids in different growth stages.|Direct Printing of Helical Metal Arrays by Circularly Polarized Light|Ji Young Kim, Connor McGlothin, Minjeong Cha, Zechariah Pfaffenberger, Emine Turali Emre, Wonjin Choi, Sanghoon Kim, Julie  Biteen, Nicholas Kotov|10.26434/chemrxiv-2023-b342r
29|chemrxiv_10_26434_14614032_v1_f2_s1|Covalently connected 2H-MoS2 and single-layer graphene field-effect transistors (FETs)|Optical Microscopy|covalent heterostructure, FET device|"Figure 2. a) Histogram of the relative Raman intensities (ID/IG) of CVDG (before the reaction) and of f-MoS2/CVDG heterostructure (λexc 532 nm, N = >175). b) ID/IG (λexc 532 nm) and c) IA1g of MoS2 (λexc 532 nm) 2D Raman mapping of a 21 x 24 µm area of f-MoS2/CVDG heterostructure. d) Optical image and e) SEM of the covalent heterostructure f-MoS2/CVDG FET device. Raman mapping with the relative intensities of ID/IG (f) and the MoS2 𝐼!!"" g). The bright spots show the increase of the intensities at the same positions confirming the covalent anchoring of MoS2. Scale bars of 5 µm."|A Chemical Approach to 2D-2D Heterostructures Beyond Van Der Waals: High-Throughput On-Device Covalent Connection of MoS2 and Graphene|Manuel Vázquez Sulleiro, Aysegul Develioglu, Ramiro Quirós-Ovies, Natalia Martín Sabanés, I. Jénnifer Gómez, Mariano Vera-Hidalgo, Víctor Sebastián, Jesús Santamaría, Enrique Burzurí, Emilio Pérez|10.26434/chemrxiv.14614032.v1
30|chemrxiv_10_26434_14614032_v1_f2_s6|Covalently connected 2H-MoS2 flakes to single-layer graphene field-effect transistors|Raman spectroscopy|2D Raman mapping, λexc 532 nm, 21 x 24 µm area, covalent heterostructure|"Figure 2. a) Histogram of the relative Raman intensities (ID/IG) of CVDG (before the reaction) and of f-MoS2/CVDG heterostructure (λexc 532 nm, N = >175). b) ID/IG (λexc 532 nm) and c) IA1g of MoS2 (λexc 532 nm) 2D Raman mapping of a 21 x 24 µm area of f-MoS2/CVDG heterostructure. d) Optical image and e) SEM of the covalent heterostructure f-MoS2/CVDG FET device. Raman mapping with the relative intensities of ID/IG (f) and the MoS2 𝐼!!"" g). The bright spots show the increase of the intensities at the same positions confirming the covalent anchoring of MoS2. Scale bars of 5 µm."|A Chemical Approach to 2D-2D Heterostructures Beyond Van Der Waals: High-Throughput On-Device Covalent Connection of MoS2 and Graphene|Manuel Vázquez Sulleiro, Aysegul Develioglu, Ramiro Quirós-Ovies, Natalia Martín Sabanés, I. Jénnifer Gómez, Mariano Vera-Hidalgo, Víctor Sebastián, Jesús Santamaría, Enrique Burzurí, Emilio Pérez|10.26434/chemrxiv.14614032.v1
